t x
-1.500000000000000000e+00 0.000000000000000000e+00
-1.495995995995996086e+00 1.000000000000000000e+00
-1.491991991991991950e+00 1.000000000000000000e+00
-1.487987987987988037e+00 1.000000000000000000e+00
-1.483983983983983901e+00 1.000000000000000000e+00
-1.479979979979979987e+00 1.000000000000000000e+00
-1.475975975975976073e+00 1.000000000000000000e+00
-1.471971971971971938e+00 1.000000000000000000e+00
-1.467967967967968024e+00 1.000000000000000000e+00
-1.463963963963963888e+00 1.000000000000000000e+00
-1.459959959959959974e+00 1.000000000000000000e+00
-1.455955955955956060e+00 1.000000000000000000e+00
-1.451951951951951925e+00 1.000000000000000000e+00
-1.447947947947948011e+00 1.000000000000000000e+00
-1.443943943943943875e+00 1.000000000000000000e+00
-1.439939939939939961e+00 1.000000000000000000e+00
-1.435935935935936048e+00 1.000000000000000000e+00
-1.431931931931931912e+00 1.000000000000000000e+00
-1.427927927927927998e+00 1.000000000000000000e+00
-1.423923923923923862e+00 1.000000000000000000e+00
-1.419919919919919948e+00 1.000000000000000000e+00
-1.415915915915916035e+00 1.000000000000000000e+00
-1.411911911911911899e+00 1.000000000000000000e+00
-1.407907907907907985e+00 1.000000000000000000e+00
-1.403903903903903849e+00 1.000000000000000000e+00
-1.399899899899899935e+00 1.000000000000000000e+00
-1.395895895895895800e+00 1.000000000000000000e+00
-1.391891891891891886e+00 1.000000000000000000e+00
-1.387887887887887972e+00 1.000000000000000000e+00
-1.383883883883883836e+00 1.000000000000000000e+00
-1.379879879879879923e+00 1.000000000000000000e+00
-1.375875875875875787e+00 1.000000000000000000e+00
-1.371871871871871873e+00 1.000000000000000000e+00
-1.367867867867867959e+00 1.000000000000000000e+00
-1.363863863863863823e+00 1.000000000000000000e+00
-1.359859859859859910e+00 1.000000000000000000e+00
-1.355855855855855774e+00 1.000000000000000000e+00
-1.351851851851851860e+00 1.000000000000000000e+00
-1.347847847847847724e+00 1.000000000000000000e+00
-1.343843843843843811e+00 1.000000000000000000e+00
-1.339839839839839897e+00 1.000000000000000000e+00
-1.335835835835835761e+00 1.000000000000000000e+00
-1.331831831831831847e+00 1.000000000000000000e+00
-1.327827827827827711e+00 1.000000000000000000e+00
-1.323823823823823798e+00 1.000000000000000000e+00
-1.319819819819819884e+00 1.000000000000000000e+00
-1.315815815815815748e+00 1.000000000000000000e+00
-1.311811811811811834e+00 1.000000000000000000e+00
-1.307807807807807698e+00 1.000000000000000000e+00
-1.303803803803803785e+00 1.000000000000000000e+00
-1.299799799799799871e+00 1.000000000000000000e+00
-1.295795795795795735e+00 1.000000000000000000e+00
-1.291791791791791821e+00 1.000000000000000000e+00
-1.287787787787787686e+00 1.000000000000000000e+00
-1.283783783783783772e+00 1.000000000000000000e+00
-1.279779779779779858e+00 1.000000000000000000e+00
-1.275775775775775722e+00 1.000000000000000000e+00
-1.271771771771771808e+00 1.000000000000000000e+00
-1.267767767767767673e+00 1.000000000000000000e+00
-1.263763763763763759e+00 1.000000000000000000e+00
-1.259759759759759845e+00 1.000000000000000000e+00
-1.255755755755755709e+00 1.000000000000000000e+00
-1.251751751751751796e+00 1.000000000000000000e+00
-1.247747747747747660e+00 1.000000000000000000e+00
-1.243743743743743746e+00 1.000000000000000000e+00
-1.239739739739739832e+00 1.000000000000000000e+00
-1.235735735735735696e+00 1.000000000000000000e+00
-1.231731731731731783e+00 1.000000000000000000e+00
-1.227727727727727647e+00 1.000000000000000000e+00
-1.223723723723723733e+00 1.000000000000000000e+00
-1.219719719719719819e+00 1.000000000000000000e+00
-1.215715715715715683e+00 1.000000000000000000e+00
-1.211711711711711770e+00 1.000000000000000000e+00
-1.207707707707707634e+00 1.000000000000000000e+00
-1.203703703703703720e+00 1.000000000000000000e+00
-1.199699699699699806e+00 1.000000000000000000e+00
-1.195695695695695671e+00 1.000000000000000000e+00
-1.191691691691691757e+00 1.000000000000000000e+00
-1.187687687687687621e+00 1.000000000000000000e+00
-1.183683683683683707e+00 1.000000000000000000e+00
-1.179679679679679793e+00 1.000000000000000000e+00
-1.175675675675675658e+00 1.000000000000000000e+00
-1.171671671671671744e+00 1.000000000000000000e+00
-1.167667667667667608e+00 1.000000000000000000e+00
-1.163663663663663694e+00 1.000000000000000000e+00
-1.159659659659659781e+00 1.000000000000000000e+00
-1.155655655655655645e+00 1.000000000000000000e+00
-1.151651651651651731e+00 1.000000000000000000e+00
-1.147647647647647595e+00 1.000000000000000000e+00
-1.143643643643643681e+00 1.000000000000000000e+00
-1.139639639639639768e+00 1.000000000000000000e+00
-1.135635635635635632e+00 1.000000000000000000e+00
-1.131631631631631496e+00 1.000000000000000000e+00
-1.127627627627627582e+00 1.000000000000000000e+00
-1.123623623623623669e+00 1.000000000000000000e+00
-1.119619619619619755e+00 1.000000000000000000e+00
-1.115615615615615619e+00 1.000000000000000000e+00
-1.111611611611611483e+00 1.000000000000000000e+00
-1.107607607607607569e+00 1.000000000000000000e+00
-1.103603603603603656e+00 1.000000000000000000e+00
-1.099599599599599742e+00 1.000000000000000000e+00
-1.095595595595595606e+00 1.000000000000000000e+00
-1.091591591591591470e+00 1.000000000000000000e+00
-1.087587587587587556e+00 1.000000000000000000e+00
-1.083583583583583643e+00 1.000000000000000000e+00
-1.079579579579579507e+00 1.000000000000000000e+00
-1.075575575575575593e+00 1.000000000000000000e+00
-1.071571571571571457e+00 1.000000000000000000e+00
-1.067567567567567544e+00 1.000000000000000000e+00
-1.063563563563563630e+00 1.000000000000000000e+00
-1.059559559559559494e+00 1.000000000000000000e+00
-1.055555555555555580e+00 1.000000000000000000e+00
-1.051551551551551444e+00 1.000000000000000000e+00
-1.047547547547547531e+00 1.000000000000000000e+00
-1.043543543543543617e+00 1.000000000000000000e+00
-1.039539539539539481e+00 1.000000000000000000e+00
-1.035535535535535567e+00 1.000000000000000000e+00
-1.031531531531531432e+00 1.000000000000000000e+00
-1.027527527527527518e+00 1.000000000000000000e+00
-1.023523523523523604e+00 1.000000000000000000e+00
-1.019519519519519468e+00 1.000000000000000000e+00
-1.015515515515515554e+00 1.000000000000000000e+00
-1.011511511511511419e+00 1.000000000000000000e+00
-1.007507507507507505e+00 1.000000000000000000e+00
-1.003503503503503591e+00 1.000000000000000000e+00
-9.994994994994994553e-01 1.000000000000000000e+00
-9.954954954954955415e-01 1.000000000000000000e+00
-9.914914914914914057e-01 1.000000000000000000e+00
-9.874874874874874919e-01 1.000000000000000000e+00
-9.834834834834835782e-01 1.000000000000000000e+00
-9.794794794794794424e-01 1.000000000000000000e+00
-9.754754754754755286e-01 1.000000000000000000e+00
-9.714714714714713928e-01 1.000000000000000000e+00
-9.674674674674674790e-01 1.000000000000000000e+00
-9.634634634634635653e-01 1.000000000000000000e+00
-9.594594594594594295e-01 1.000000000000000000e+00
-9.554554554554555157e-01 1.000000000000000000e+00
-9.514514514514513799e-01 1.000000000000000000e+00
-9.474474474474474661e-01 1.000000000000000000e+00
-9.434434434434435524e-01 1.000000000000000000e+00
-9.394394394394394165e-01 1.000000000000000000e+00
-9.354354354354352807e-01 1.000000000000000000e+00
-9.314314314314313670e-01 1.000000000000000000e+00
-9.274274274274274532e-01 1.000000000000000000e+00
-9.234234234234235394e-01 1.000000000000000000e+00
-9.194194194194194036e-01 1.000000000000000000e+00
-9.154154154154152678e-01 1.000000000000000000e+00
-9.114114114114113541e-01 1.000000000000000000e+00
-9.074074074074074403e-01 1.000000000000000000e+00
-9.034034034034035265e-01 1.000000000000000000e+00
-8.993993993993993907e-01 1.000000000000000000e+00
-8.953953953953952549e-01 1.000000000000000000e+00
-8.913913913913913412e-01 1.000000000000000000e+00
-8.873873873873874274e-01 1.000000000000000000e+00
-8.833833833833835136e-01 1.000000000000000000e+00
-8.793793793793793778e-01 1.000000000000000000e+00
-8.753753753753752420e-01 1.000000000000000000e+00
-8.713713713713713283e-01 1.000000000000000000e+00
-8.673673673673674145e-01 1.000000000000000000e+00
-8.633633633633635007e-01 1.000000000000000000e+00
-8.593593593593593649e-01 1.000000000000000000e+00
-8.553553553553552291e-01 1.000000000000000000e+00
-8.513513513513513153e-01 1.000000000000000000e+00
-8.473473473473474016e-01 1.000000000000000000e+00
-8.433433433433434878e-01 1.000000000000000000e+00
-8.393393393393393520e-01 1.000000000000000000e+00
-8.353353353353352162e-01 1.000000000000000000e+00
-8.313313313313313024e-01 1.000000000000000000e+00
-8.273273273273273887e-01 1.000000000000000000e+00
-8.233233233233234749e-01 1.000000000000000000e+00
